sku,brand,name,size,net_weight,weight_unit,net_volume,volume_unit,gross_weight,gross_weight_unit,parent_category,child_category,description,ingredients,allergen_advice,storage_instructions,energy_kj,enery_kcal,protein,carbohydrates,of_which_sugars,fat,of_which_saturates,fibre,sodium,vitamin_A,VATable,country_of_origin,address,EAN
133633,Silk Road,Silk Road Slice Water Chesnut,,,,227,g,0.29,kg,Tinned and Preserved,Vegetables and Fruit,,"Water Chesnuts, Water, Citric Acid",,Store in a cool dry place,138,33,0.6g,7.24g,0.0g,0.12g,<0.012g,,0.045g,,3,Product of China,"Specially packed for: Chadha Oriental Foods Ltd. Welwyn Garden City, Hertfordshire AL7 1HW England",5023826002107
196519,Golden Swan,Golden Swan Water Chesnuts Whole in Water,,,,227,g,0.279,kg,Tinned and Preserved,Vegetables and Fruit,"Water chesnuts are normally added to stir-fries, stuffing's, and dumpling fillings for extra texture and a sweet flavour.","Water Chesnuts, Water",,Store in a cool dry place and transfer to a non metalic air tight container once opened. Refrigerate and use within 2 days.,145,34,2.0g,6.1g,0.0g,0.2g,0.0g,,0.075g,,3,Product of China,"S.O.P International Limited, Orland House Mead Lane, Hertford SG13 7AT, UK",5019124249009
003335,Mount Elephant,Mount Elephant Pineapple Slices in Light Syrup,,,,425,g,0.509,kg,Tinned and Preserved,Vegetables and Fruit,,"Pineapple, water, syrup",,"Store in a cool dry place, out of direct sunlight",289,69,0.4g,16.6g,14.8g,0.0g,0.0g,,0.0g,,3,Product of China,"Importer: Liroy B.V, Verbreepark 1,2731 BR Benthuizen, The Netherlands",6901009300105
373761,Narcissus,Narcissus Po-Ku Mushrooms Whole ,,,,284,g,0.334,kg,Tinned and Preserved,"Seaweed, Mushroom and Fungus",,"Po Ku mushroom, water, salt",,"Store in a cool dry place, out of direct sunlight",,,,,,,,,,,3,Product of China,"Importer: Liroy B.V, Verbreepark 1,2731 BR Benthuizen, The Netherlands",6901009008803
005652,Pagoda,Pagoda Po-Ku Mushrooms,,,,284,g,0.357,kg,Tinned and Preserved,"Seaweed, Mushroom and Fungus",,"Po-Ku mushroom 55%, Water 44%, Salt 1%",,,0.04,0.01,1.4g,2.1g,0.0g,0.0g,0.0g,0.0g,0.28g,,3,Product of China,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",6930595800034
288050,TRS,TRS Okra,,,,400,g,0.47,kg,Tinned and Preserved,Vegetables and Fruit,,"Okra, Water, Salt, Citric Acid",,"Store in a cool, dry place",,,,,,,,,,,3,Product of India,"TRS Wholesale Co. Ltd, Southall, Middlesex, UB2 4AX, UK",5017689094300
042374,Wu Chung,Wu Chung Golden Mushroom,,,,280,g,0.355,kg,Tinned and Preserved,"Seaweed, Mushroom and Fungus",,"Golden mushrooms (Flammulina velutipes) (50%), Water (47%), Salt (3%)",,"Keep in a cool and dry place, refrigerated after opening",75,18,1.8g,2.7g,0.6g,0.0g,0.0g,,0.8g,,3,Product of Taiwan,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",4710597030347
052357,TRS,TRS Boiled Chickpeas,,,,400,g,0.479,kg,Tinned and Preserved,Vegetables and Fruit,,"Chickpeas, Salt, Water",,"Open can, drain brine, wash before cooking",320,76,5.0g,13.0g,,0.8g,,4.0g,,,3,Product of Italy,"TRS Wholesale Co. Ltd, Southall, Middlesex, UB2 4AX, UK",5017689097905
372474,Lamthong,Lamthong Fruit Cocktail in Syrup,,,,565,g,0.679,kg,Tinned and Preserved,Vegetables and Fruit,,"Syrup (47%) (Water, Syrup), Pineapple (32%), Papaya (11%), Coconut gel (8%), Guava (3%), Acidity Regulator E330",,,252,60,0.0g,14.3g,12.1g,0.0g,0.0g,1.4g,0.1g,,3,PRODUCT OF THAILAND,"Appointed Importer and Distributor: Manning Impex Ltd. 2 Doman Road, Camberley, Surrey, GU15 3DF",8850649009290
032060,TRS,TRS Canned Spinach Leaf,,,,765,g,0.911,kg,Tinned and Preserved,Vegetables and Fruit,,"Spinach, Water, Salt",,"Open can, drain brine, wash before cooking",,,,,,,,,,,3,Product of EU,"TRS Wholesale Co. Ltd, Southall, Middlesex, UB2 4AX, UK",5017689013820
032078,TRS,TRS Canned Spinach Puree,,,,795,g,0.913,kg,Tinned and Preserved,Vegetables and Fruit,,"Spinach, Salt",,,,,,,,,,,,,3,Product of EU,"TRS Wholesale Co. Ltd, Southall, Middlesex, UB2 4AX, UK",5017689014056
366211,Chaokoh,Chaokoh Young Sweetcorn ,,,,425,g,0.488,kg,Tinned and Preserved,Vegetables and Fruit,,"Young sweetcorn, Water, Salt, Antioxidants: Citric Acid (E330)",,,,,,,,,,,,,3,PRODUCT OF THAILAND,"CHUANGLEE Unit 1, Merton Road Industrial Estate, 271 Merton Road, London SW18 5JS",044738074155
128058,Twin Elephant,Twin Elephant Toddy Palm's Seed in Syrup (Sliced),,,,565,g,0.671,kg,Tinned and Preserved,Vegetables and Fruit,,"Toddy Palm's Seed 41%, Water 35%, Sugar 24%",,"To maintain product quality: after opening, store in glass or porcelain container",,,,,,,,,,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",8851011115267
236943,Rolin,Rolin Brown Belt Mushroom,,,,400,g,0.496,kg,Tinned and Preserved,"Seaweed, Mushroom and Fungus",,"Brown belt mushroom, salt, water",,Refrigerated after opening,67,16,2.0g,2.0g,0.0g,0.0g,0.0g,4.0g,1.496g,,3,Product of Taiwan,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",4713007045627
372078,Stokely's,Stokely's Cream Style Corn,,,,418,g,0.478,kg,Tinned and Preserved,Vegetables and Fruit,,"Corn (46%), water, sugar, modified corn starch, salt",,,,,,,,,,,,,3,Product of USA,"Distributed by: Westmill Foods 26 Crown Road, Enfield, UK, EN1 1DZ",5016708361225
323642,Twin Elephant,Twin Elephant Banana(whole) in Heavy Syrup,,,,565,g,0.657,kg,Tinned and Preserved,Vegetables and Fruit,,"Banana 53%, Syrup 47%",,"To maintain product quality: after opening, store in glass or porcelain container",,,,,,,,,,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",8851011124269
030791,Twin Elephant,Twin Elephant Toddy Palm's Seed(whole) in Syrup,,,,565,g,0.658,kg,Tinned and Preserved,Vegetables and Fruit,,"Toddy's Palm Seed 50%, Water 26%, Sugar 24%",,"To maintain product quality: after opening, store in glass or porcelain container",,,,,,,,,,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",8851011115366
020602,Twin Elephant,Twin Elephant Mango Slices in Light Syrup,,,,425,g,0.503,kg,Tinned and Preserved,Vegetables and Fruit,,"Mango 54%, Water 30.5%, Sugar 15.5%",,"To maintain product quality: after opening, store in glass or porcelain container",,,,,,,,,,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",8851011119258
360966,Chef's Choice,Chef's Choice Banana Blossom,,,,510,g,0.649,kg,Tinned and Preserved,Vegetables and Fruit,,"Banana blossom (51%), Water, Salt",,Refrigerate after opening and consume within 7 days,97,23,1.5g,3.8g,,0.0g,,,,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",09385699978
282293,Golden Swan,Golden Swan Pineaple Pieces in light syrup,,,,3000,g,3.371,kg,Tinned and Preserved,Vegetables and Fruit,,"Pineapple, water, sugar",,Store in a cool dry place and transfer to a non metallic air tight container once opened. Refrigerate and use within 3 days,301,72,0.0g,18.0g,16.0g,0.0g,0.0g,,0.25g,,3,Product of China,"S.O.P International Limited, Orland House Mead Lane, Hertford SG13 7AT, UK",5019124310099
040485,Mount Elephant,Mount Elephant Pineapple Slices in Light Syrup,,,,3005,g,3.316,kg,Tinned and Preserved,Vegetables and Fruit,,"Pineapple, water, syrup",,"Store in a cool dry place, out of direct sunlight",,,,,,,,,,,3,Product of China,"Importer: Liroy B.V, Verbreepark 1,2731 BR Benthuizen, The Netherlands",6901009301546
001750,Mee Chun,Mee Chun Hoi Sin Sauce,1750,ml,,2250,g,2.596,kg,Sauces and Pastes,Stir-fry Sauces,,"Soybean (22%), Wheat Flour, Water, Salt, Sugar, Garlic, MSG (E621) & Benzoic Acid (E210)",,,,,,,,,,,,,3,Made in Hong Kong,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",07710101223
002055,Mount Elephant,Mount Elephant Water Chesnuts Slice in Water,,,,2950,g,3.261,kg,Tinned and Preserved,Vegetables and Fruit,,"Water chesnuts, water",,"Store in a cool dry place, out of direct sunlight",,,,,,,,,,,3,Product of China,"Importer: Liroy B.V, Verbreepark 1,2731 BR Benthuizen, The Netherlands",6901009051151
369447,Amoy,Amoy Crushed Yellow Bean Sauce,,,,2150,g,2.42,kg,Tinned and Preserved,Beans,,"Fermented Salted Soyabean (Soyabean 19%, Wheat Flour, Salt, Water). Soy Sauce (Water, Soyabean, Salt, Wheat Flour), Sugar, Water, Colour (Plain Caramel)","Amoy Crushed Yellow Bean Sauce is made in the traditional way by crushing fermented soyabeans and blending them with wheat flour, sugar and soya sauce. It is widely used in everyday cooking throughout China, particularly in the Northern (Peking) style of cooking. Other spices and seasonings such as garlic, pepper, ginger or chilli etc. can be added to this basic sauce to form a variety of success. How to make Chilli Chicken-Sichuan Style (Serves4): 450g/1 lb chicken thigh meat, de-boned and skinned, cut into small cubes 1tbsp sugar, 1 tbsp Amoy Soy Sauce, 1 tbsp dry sherry or brandy, 1/4 tsp freshly ground pepper, 2 tsp corn flour, 3 tbsp vegetable oil, 2 cloves garlic crushed, 2-3 spring onions, cut into small sections, 6-8 dried whole red chillies, 2 tbsp Amoy Crushed Yellow Bean Sauce, 50ml/2 fl oz stock or water, 1 small green or red pepper, cored and seeded, cut into small cubes. Marinate the chicken cubes with sugar, soy sauce, wine, pepper and corn flour for 25-30 minutes. Heat oil in a pre-heated wok or pan, lightly brown the chicken for 1-2 minutes, remove. In the same oil, stir-fry garlic, spring onions and chillies for about 30 seconds, then add the Yellow Bean Sauce. Blend well before adding the part-cooked chicken, stir constantly for about 1-2 minutes, then add the stock or water, bring to boil and braise gently with a cover for 5-6 minutes, stir occasionally. Finally add the green or red peppers, blend well and cook (uncovered) for another minute, stir constantly, ensure fully cooked before serving. Serve hot. ",,,,,,,,,,,,,,"Distributed by Westmill Foods, 26 Crown Road, Enfield, Middlesex, UK EN11 1DZ",078024008234
128884,Amoy,Amoy Hoi Sin Sauce,,,,2300,g,2.549,kg,Sauces and Pastes,Ingredient Sauces,"Amoy Hoi Sin Sauce (Barbecue) Sauce. Amoy Hoi Sin Sauce is a Cantonese speciality used widely in Chinese cooking. It is essential marinade in classical dishes such as Cantonese Roast Duck, Char Siu Roasted Pork, and Barbecued Pork Spare Ribs etc. It is also used for a number of seafood and chicken dishes, and of course many restaurants use it to serve with the famous Peking Duck. BBQ Pork Spare Ribs (serves 4): 1kgor 2 and 1/4 lb pork spare ribs, cut into individual pieces. 225g/8oz Amoy Hoi Sin (Barbecue) Sauce, 2-3 tbsp dry sherry, 2 tsp mild curry powder (optional), 120ml/4fl oz stock or water. Mix all ingredients with spare ribs and marinate for 2 hours. Roast spare ribs at 230 degrees/450 fahrenheit/gas 8 oven for 15-20 minutes. Rotate spare ribs, reduce heat to 200 degrees/400 fahrenheit/gas 6 oven and roast for another 30-35 minutes. Alternatively, barbecue spare ribs for 15 minutes, constantly rotating and basting spare ribs with marinate until cooked. Ensure fully cooked before serving. Serve and enjoy.","Sugar, Fermented Salted Soyabean (Soyabean, Wheat Flour, Salt, Water), Rice Vinegar, Water, Garlic, Red Rice Koji, Salt, Spices, Colour (Plain Caramel), Sesame Oil, Chilli Powder.",,Empty unused contents into a suitable covered container. Keep refrigerated and use within one month.,,,,,,,,,,,3,Product of Hong Kong,"Distributed by Westmill Foods, 26 Crown Road, Enfield, Middlesex, UK EN11 1DZ",078024008241
250514,Riverdene ,Riverdene Tomato Paste,,,,4500,g,5,kg,Tinned and Preserved,Vegetables and Fruit,"The Riverdene Brand symbolises high quality food products. All ingredients are specially selected to ensure only the best is freshly packed. Why not enjoy other products from the Riverdene range. No preservatives, No artificial additives, No added colours and Suitable for Vegetarians",Tomatoes,,"The unused contents of canned foods should be removed from the can and placed in a suitable container, kept in refrigerator and consumed in 2 days",323,76,5.0g,14.2g,14.1g,0.3g,<0.1g,2.8g,<0.1g,,3,Product of Italy,"Martin Mathew & Co Ltd, Hertford, Herts, SG14 1JA",5017482000256
022681,Riverdene ,Riverdene Tomato Paste,,,,800,g,0.902,kg,Tinned and Preserved,Vegetables and Fruit,"The Riverdene Brand symbolises high quality food products. All ingredients are specially selected to ensure only the best is freshly packed. Why not enjoy other products from the Riverdene range. No preservatives, No artificial additives, No added colours and suitable for vegetarians",Tomatoes,,"The unused contents of canned foods should be removed from the can and placed in a suitable container, kept in refrigerator and consumed in 2 days",305,71,5.0g,13.0g,,0.2g,,,,,3,Product of Italy,"Martin Mathew & Co Ltd, Hertford, Herts, SG14 1JA",5017482000263
364117,Chef's Choice,Chef's Choice Sugarcane in Syrup,,,,1360,g,1.473,kg,Tinned and Preserved,Vegetables and Fruit,,"Sugarcane (59%), Water, Sugar",,Refrigerate after opening and consume within 7 days,270,64.29,0.0g,17.86g,,0.0g,,,,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",093856997389
016360,Ma Ling,Ma Ling Pork Luncheon Meat (Square),,,,340,g,0.368,kg,Tinned and Preserved,Meat and Seafood,,"Pork Meat (72%), Water, Ham meat (100%), Salt, Mustard Flour, Potato Starch, Sugar, Stabilisers: E451, E450, Thickener: E407a, Spices, Antioxidant: E316, Preservative: E250",Contains mustard flour,"Keep refrigerated after opening, use within 2 days",1137,275,12.5g,2.0g,1.0g,24.0g,9.0g,0.3g,1.9g,,3,Product of Holland,"Packed for: COFCO (UK) LTD 9 St.Clare Street, London EC3N 1LQ, UK",07506927001
043182,Ma Ling,Ma Ling Dali Tai Fong Red Beancurd,,,,397,g,0.47,kg,Tinned and Preserved,Tofu and Beancurd Products,"Serving suggestion this naturally fermented delicious red bean curd is one of the essential ingredients to marinate meat, fish and poultry for roasted, barbecue and stir fried dishes","Soybean, wine, salt, sugar, yeast.",,The product must be cooked thoroughly prior consumption and not supposed to be consumed raw,,,,,,,,,,,3,Product of China,"Sold by Zhejiang Cereals, Oils and Foodstuffs Imp&Exp.Co., LTD",6901206003250
001131,Mount Elephant,Mount Elephant Pineapple Pieces,,,,850,g,0.99,kg,Tinned and Preserved,Vegetables and Fruit,,"pineapple, water, syrup",,"Store in a cool dry place, out of direct sunlight",,,,,,,,,,,3,Product of China,"Importer: Liroy B.V, Verbreepark 1,2731 BR Benthuizen, The Netherlands",6901009301539
282301,Golden Swan,Golden Swan Pineaple Pieces in light syrup,,,,850,g,0.992,kg,Tinned and Preserved,Vegetables and Fruit,"Pineapple is used in desserts, salads, as a complement to meat dishes and in a fruit cocktail.","Pineapple, water, sugar",,Store in a cool dry place and transfer to a non metallic air tight container once opened. Refrigerate and use within 3 days,,,,,,,,,,,3,Product of China,"S.O.P International Limited, Orland House Mead Lane, Hertford SG13 7AT, UK",5019124311096
003624,Lucky,Lucky Baby Young Corn in Brine,,,,400,g,0.484,kg,Tinned and Preserved,Vegetables and Fruit,,"Baby corn 50%, Water 49.25%, Salt 0.75%",,"To maintain product quality, please remove product from tin and keep in refrigerater after opening",,,,,,,,,,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",017321103006
003343,Mount Elephant,Mount Elephant Lychees in Syrup,,,,567,g,0.653,kg,Tinned and Preserved,Vegetables and Fruit,,"Lychees, water, sugar",,"Stay in a cool dry place, out of direct sunlight",,,,,,,,,,,3,Product of China,"Importer: Liroy B.V, Verbreepark 1,2731 BR Benthuizen, The Netherlands",6901009370306
323634,Mount Elephant,Mount Elephant Longan in Syrup,,,,565,g,0.698,kg,Tinned and Preserved,Vegetables and Fruit,,"Longan 40%, Water 36%. Sugar 24%",,"To maintain product quality, after opening, store in glass or porcelain container",,,,,,,,,,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",8851011111160
386581,Lucky,Lucky Cream Style Sweet Corn,,,,425,g,0.495,kg,Tinned and Preserved,Vegetables and Fruit,,"Corn 55%, Water, Sugar, Modified Corn Starch, Salt",,,350,85,1.0g,19.0g,7.0g,0.5g,0.0g,1.0g,0.50g,,3,Product of Canada,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",5027659736635
379958,Dragonfly,Dragonfly Whole Lychees in Syrup,,,,565,g,0.645,kg,Tinned and Preserved,Vegetables and Fruit,,"Lychees (40%), Water (40%), Sugar (20%), Antioxidant: Citric Acid (E330)",,Keep in a dry and cool place,326,78,0.7g,19.3g,17.9g,0.0g,0.0g,,0.0g,,3,Product of China,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",721557320259
348748,Golden Swan,Golden Swan Straw Mushroom halves in salted water,,,,425,g,0.488,kg,Tinned and Preserved,"Seaweed, Mushroom and Fungus","Straw mushrooms have a mild flavour, great for Thai and Chinese dishes. Straw mushrooms are so hearty that they can be a good substitute for meat in vegetarian dishes.","Unpeeled straw mushrooms, water, salt",,Store in a cool dry place and transfer to a non metallic air tight container once opened. Refrigerate and use within 2 days,66,14,1.9g,1.0g,0.0g,0.0g,0.0g,2.20g,0.233g,,3,Product of China,"S.O.P International Limited, Orland House Mead Lane, Hertford SG13 7AT, UK",5019124271000
020578,Twin Elephant,Twin Elephant Rambutan in Syrup,,,,565,g,0.694,kg,Tinned and Preserved,Vegetables and Fruit,,"Rambutan 40%, Water 40%, Sugar 20%",,"To maintain product quality: after opening, store in glass or porcelain container",,,,,,,,,,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",8851011113263
360974,Chef's Choice,Chef's Choice Mangosteen in Syrup,,,,565,g,0.671,kg,Tinned and Preserved,Vegetables and Fruit,,"Mangosteen (41%), Water, Sugar",,Refrigerate after opening and consume within 7 days,303,72,0.0g,17.8g,,0.0g,,,,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",093856999727
360941,Chef's Choice,Chef's Choice Toddy Palm in Honey ,,,,640,g,0.762,kg,Tinned and Preserved,Vegetables and Fruit,,"Toddy Palm (51%), Water, Sugar, Honey (0.5%)",,Refrigerate after opening and consume within 7 days,585,140,1.0g,35.0g,30.0g,0.0g,0.0g,0.0g,0.0g,,3,Product of tHI,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",093856996955
